"NOTICEID","REFERENCENUMBER","DATEPUBLISHED","VALUEMIN","VALUEMAX","STATUS","URL","ORG_NAME","ORG_CONTACTEMAIL","TITLE","DESCRIPTION","NOTICETYPE","REGION","NOTICE_STATE","NOTICE_STATE_CHANGE_DATE","CLASSIFICATION","NUM_DOCS"
"1699268","PS/14/117","15/01/2015","117849.60","117849.60","Live","http://data.gov.uk/data/contracts-archive/contract/1699268/","","csg@dvla.gsi.gov.uk","IL3 Hosting for Resper Contingency (Production)","Provision of IL3 Hosting Service for DVLA&#39;s Resper service.","Published Contract Doc Set","Swansea","Published","15/01/2015","72500000","0",
"1705757","2015-04","15/01/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1705757/","Ofgem","","Technical review of the Westermost Rough transmission system","
<p>The main objective of the technical investigation is to review the technical aspects of the Westermost Rough Transmission assets and to confirm whether the costs incurred were efficient and economic.</p>
<p>The anticipated contract duration sh","Below OJEU: Contract","United Kingdom","Closed","15/01/2015","79400000|71314000","1",
"1705756","","15/01/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1705756/","Ofgem","dorothy.eke@ofgem.gov.uk","Intranet Redevelopment Programme (Implementation) ","
<p>Ofgem is looking to recruit an expert SharePoint development team that can lead the first development wave and provide training to help with the adoption of SharePoint 2013 for its Intranet Editors. The winning bidder will be responsible for en","Below OJEU: Contract","United Kingdom","Closed","15/01/2015","48200000|72212200|72421000","1",
"1707563","BFCCB/1325","16/01/2015","100000.00","250000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1707563/","","Def Comrcl CC-JFC 2a1@mod.uk","Provision of Body Management Services","Undertaker &amp; Body Management Services within the East &amp; West Sovereign Base Areas for British Forces Cyprus Indicative requirement/essential services: All of the services listed below will be carried out on an as required basis therefore the","Published Tender Doc Set","European Union","Published","16/01/2015","98000000","3",
"1665339","PO 6606","30/12/2014","422422.00","422422.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1665339/","","enquiry@dfid.gov.uk","DFID 6606 Support to New Kabul Bank Phase lll (was PO 6511)","The objective of the project is to provide Technical Experts to assist with the re-tender of NKB to completion and the handover to the new owner. The main objective is to meet the timetable for privatising NKB which GoIRA has agreed with the IMF and","Published Contract Doc Set","East Kilbride West","Published","16/01/2015","75211200","1",
"1705741","10662-2015","16/01/2015","480000.00","500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1705741/","","carl.slater@hey.nhs.uk","United Kingdom-Hull: Medical equipments, pharmaceuticals and personal care products","Contract for the supply of Intermittant Pneumatic Compression (IPC) pumps and associated garments. The supply, delivery, installation, commissioning and possible on-going service/maintenance of intermittent pneumatic compression pumps along with the","Published Tender Doc Set","Kingston upon Hull, City of","Published","16/01/2015","33141760|33141740|33141730|33140000|33000000","0",
"1705743","10782-2015","16/01/2015","175000.00","200000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1705743/","","carl.slater@hey.nhs.uk","United Kingdom-Hull: Medical consumables","Contract for the supply of negative pressure wound therapy systems and consumables. The supply and delivery of Negative Pressure Wound Therapy Systems, including pumps and associated consumables — to the Hull and East Yorkshire Hospitals NHS Trust a","Published Tender Doc Set","Kingston upon Hull, City of","Published","16/01/2015","33140000|33100000","0",
"1707564","UI_DWP_101518","16/01/2015","204035.00","204035.00","Live","http://data.gov.uk/data/contracts-archive/contract/1707564/","","carole.holmes1@dwp.gsi.gov.uk","Additional and Intensive Employability Support to Lone Parents - East Anglia","The East Anglia Additional &amp; Intensive Employability Support for Lone Parents is specifically for the East Anglia District, where a gap in provision for Income Support (IS) and Job Seeker Allowance (JSA) Lone Parents has been identified by the D","Published Tender Doc Set","East Anglia","Published","16/01/2015","80000000","3",
"1707565","3595421","16/01/2015","20001.60","20001.60","Live","http://data.gov.uk/data/contracts-archive/contract/1707565/","","minorworkssouth@noms.gsi.gov.uk","MPD Blocker Repairs at HMP Full Sutton","MPD Blocker repairs at HMP Full Sutton","Published Contract Doc Set","Yorkshire and The Humber","Published","16/01/2015","45000000","1",
"1707566","4152-1-Works/FM-SW-Contract (P1-3)","16/01/2015","132748.83","132748.83","Live","http://data.gov.uk/data/contracts-archive/contract/1707566/","","minorworkssouth@noms.gsi.gov.uk","Minor Works at HMYOI Brinsford - Package 1-3","Provision of minor works at HMYOI Brinsford","Published Contract Doc Set","West Midlands","Published","16/01/2015","45000000","2",
"1707567","4152-1-Works/FM-SW-Contact (P4)","16/01/2015","36092.62","36092.62","Live","http://data.gov.uk/data/contracts-archive/contract/1707567/","","minorworkssouth@noms.gsi.gov.uk","Minor Works Projects at HMYOI Brinsford (P4)","Provision of minor works projects at HMYOI Brinsford (P4)","Published Contract Doc Set","West Midlands","Published","16/01/2015","45000000","2",
"1335363","3368-1-Works/FM-SW-Contract","28/03/2014","183938.07","183938.07","Replaced","http://data.gov.uk/data/contracts-archive/contract/1335363/","","minorworkssouth@noms.gsi.gov.uk","Provision of Minor Works Projects to NOMS South Central Estate Region SE3","Provision of minor works projects to NOMS south central estate region SE3","Published Contract Doc Set","England","Published","16/01/2015","45000000","2",
"1520312","3298-4-Works/FM-SW-Contract","21/08/2014","596129.75","596129.75","Replaced","http://data.gov.uk/data/contracts-archive/contract/1520312/","","minorworkssouth@noms.gsi.gov.uk","Minor Works Programme NOMS Eastern Region SE4 Package 3","Provision of minor works projects for NOMS East of England estate Region SE4 package 3","Published Contract Doc Set","East of England","Published","16/01/2015","45000000","2",
"1707572","CS/C 23/2014","16/01/2015","0.00","40000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1707572/","Cornwall Council - Central Procurement","jgoostrey@cornwall.gov.uk","Commercial Skills Training","Design and delivery of a commercialisation learning and development programme. The aims of the programme are to provide delegates with the tools, skills and knowledge to develop and deliver commercial activities on behalf of Cornwall Council.","Below OJEU: Contract","Cornwall and Isles of Scilly","Closed","16/01/2015","80532000","1",
"1707573","4009","16/01/2015","25000.00","50000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1707573/","Gloucestershire County Council","brenda.yearwood@gloucestershire.gov.uk","Access to Financial Advice","The Introduction of the Care Act 2014: The initial phase of the Care Act will place a new level of statutory duty on local authorities to provide citizens who have a need for care and support, with information and advice, including access to &#39;in","Below OJEU: Contract","Gloucestershire, Wiltshire and North Somerset","Closed","16/01/2015","66000000|85000000","0",
"1702221","P0062","16/01/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1702221/","NHS West and South Yorkshire &amp; Bassetlaw Commissioning Support Unit (WSYBCSU)","","NHS Wakefield CCG Community Services: Community Vasectomy Service AQP","NHS Wakefield Clinical Commissioning Group (CCG) is procuring a community vasectomy service for the adult population of Wakefield District using the Any Qualified Provider (AQP) route. The aim is to provide a high quality vasectomy service delivered","Below OJEU: Contract","West Yorkshire","Closed","16/01/2015","85000000","0",
"1707569","ACT/04385","16/01/2015","100000.00","240000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1707569/","","Defcomrclcc-air4a1@mod.uk","Part Task Trainer","Provision of Midlife Upgrade and Support For Part Task Trainer ","Published Tender Doc Set","Shawbury ","Published","16/01/2015","34741400","1",
"1588885","ACT/04159","16/01/2015","870000.00","4500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1588885/","","defcomrclcc-air4a1@mod.uk","Air Cadets Pilot Scholarship and APEX Scheme","To Provide a 150 short courses per annum of flying training and ground instruction in light aircraft, flying school to provide students with catering and accomadation for course duration. Provision of APEX training courses for upto an additional 30 ","Published Tender Doc Set","United Kingdom","Published","16/01/2015","80000000","10",
"1692796","RA169468","02/01/2015","0.00","0.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1692796/","Shropshire Healthcare Procurement Service","charlotte.hill1@nhs.net","Entonox Exhalation Valves ","Competition Title : Entonox Exhalation Valves <br>
Competition Notes : please quote to supply the Shrewsbury &amp; Telford Hospital NHS Trust for a 24 month contract starting January 2015 Quanitiy stated is approx PA based on historical data PLEASE","Below OJEU: Contract","Bowbrook ","Closed","16/01/2015","38000000","0",
"1707577","RA169468","16/01/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1707577/","Shropshire Healthcare Procurement Service","charlotte.hill1@nhs.net","Entonox Exhalation Valves ","Competition Title : Entonox Exhalation Valves <br>
Competition Notes : please quote to supply the Shrewsbury &amp; Telford Hospital NHS Trust for a 24 month contract starting January 2015 Quanitiy stated is approx PA based on historical data PLEASE","Below OJEU: Contract","Bowbrook ","Closed","16/01/2015","38000000","0",
"1674790","GH/Project 39/2015","16/01/2015","160000.00","480000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1674790/","","geraldine.hickman@ardencsu.nhs.uk","Falls Response Service","Arden Commissioning Support Unit are inviting suitably qualified providers to deliver a Falls Response Service to support the Worcestershire Falls Prevention Strategy with a rapid response service as an alternative to the ambulance service . This co","Published Tender Doc Set","Worcestershire","Published","16/01/2015","85300000|85100000|85000000","0",
"1707578","0056","16/01/2015","5843.13","5843.13","Live","http://data.gov.uk/data/contracts-archive/contract/1707578/","Stroud District Council","dave.stables@stroud.gov.uk","Damp and Mould Management","SDC wish to appoint one organisation to manage condensation related damp and mould issues to tenanted properties within the Stroud District. This is to include survey reports and recommendations, mould washes and treatments, anti-mould paint, positi","Below OJEU: Contract Award","Gloucestershire","Published","16/01/2015","45331210|71315400|71315410|71320000|71321400","0",
